codeAiot,id_icpe,raisonSociale,libelle_complet,numeroSiret,adresse1,adresse2,adresse3,codePostal,codeInsee,commune,nom_commune,epci_siren,epci_nom,longitude,latitude,regimeVigueur,statutSeveso,prioriteNationale,ied,url,audit_class,audit_group,forward_distance_m,forward_score,forward_type,forward_label,forward_citycode,forward_lat,forward_lon,forward_error,reverse_citycode,reverse_label,pip_in_commune,sentinel_flags,stored_in_reserve,geocoded_in_reserve,stored_reserve_distance_m,geocoded_reserve_distance_m,reserve_ambiguous,reserve_boundary_proximity
0003106023,3106023,AUDOIN ET FILS BETONS,AUDOIN ET FILS BETONS — Lugon-et-l'Île-du-Carnay,33977844100032,,,,33240,33259,Lugon-et-l'Île-du-Carnay,Lugon-et-l'Île-du-Carnay,243301397,CC du Fronsadais,-0.359667,44.963329,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106023,address_imprecise,grand,1450.186518,0.7,locality,"[OPENCAGE] 33240 Lugon-et-l'Île-du-Carnay, France",,44.956944,-0.343596,,33259,4 Zone d’Activite de Cazeaumorin 33240 Lugon-et-l'Île-du-Carnay,TRUE,,none,none,6118599.807622,6116848.551733,FALSE,FALSE
0005203733,5203733,LALANNE - Martignas (Estigeac Ouest),LALANNE — Martignas (Estigeac Ouest),,Estigeac Ouest,,,33127,33273,Martignas-sur-Jalle,Martignas-sur-Jalle,243300316,Bordeaux Métropole,-0.775888,44.840134,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005203733,address_imprecise,grand,537.523167,0.5,municipality,"[OPENCAGE] Martignas-sur-Jalle, Gironde, France",,44.844463,-0.778922,,33273,4 Avenue de la Libération 33127 Martignas-sur-Jalle,TRUE,,none,none,6150716.261775,6151190.787152,FALSE,FALSE
0005200870,5200870,MOURLAN SA,MOURLAN SA,35100205000018,LIEU DIT PECHUC,,,33690,33235,Lavazan,Lavazan,200043982,CC du Bazadais,-0.103513,44.391675,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200870,address_imprecise,grand,975.521591,0.4,municipality,"[OPENCAGE] Lavazan, Gironde, France",,44.395688,-0.114431,,33235,2484 Grande Route 33690 Lavazan,TRUE,,none,none,6069000.104464,6070176.359794,FALSE,FALSE
0005211800,5211800,COMMUNAUTE DES COMMUNES JALLE EAU BOURDE,COMMUNAUTE DES COMMUNES JALLE EAU BOURDE,24330116500011,Chemin du 20 aout,,,33610,33090,Canéjan,Canéjan,243301165,CC Jalle-Eau-Bourde,-0.671971,44.767726,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211800,severe,grand,1180.387505,0.741117,street,Chemin du 20 Août 1949 33610 Canéjan,33090,44.763372,-0.658335,,,,TRUE,,none,none,6137942.62643,6136502.690749,FALSE,FALSE
0005211737,5211737,Electricité Réseau Distribution France,Electricité Réseau Distribution France — Langoiran,55208131706817,55 av Michel PICON,,,33550,33226,Langoiran,Langoiran,243301439,CC des Portes de l'Entre-Deux-Mers,-0.372475,44.705447,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211737,very_severe,grand,2074.903078,0.71224,housenumber,55 Avenue Michel Picon 33550 Langoiran,33226,44.71172,-0.397203,,33226,Chauvin-sud 33550 Langoiran,TRUE,,none,none,6107864.706774,6110398.718992,FALSE,FALSE
0100284295,100284295,CLICHERIE POLYGRAVURE AQUITAINE,CLICHERIE POLYGRAVURE AQUITAINE — LIBOURNE,41290212400046,3 T RUE FIRMIN DIDOT,,,33500,33243,LIBOURNE,Libourne,200070092,CA du Libournais,-0.241115,44.947142,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100284295,ok,,6.965599,0.771282,housenumber,3ter Rue Firmin Didot 33500 Libourne,33243,44.947098,-0.241178,,33243,3ter Rue Firmin Didot 33500 Libourne,TRUE,,none,none,6107113.591448,6107117.258214,FALSE,FALSE
0003103869,3103869,Direction Régionale des Finances Publique (DRFIP),Direction Régionale des Finances Publique (DRFIP),13001104200012,24 rue François de Sourdis,,,33000,33063,Bordeaux,Bordeaux,243300316,Bordeaux Métropole,-0.571086,44.852911,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103869,very_severe,grand,2366.532018,0.982625,housenumber,24 Rue François de Sourdis 33000 Bordeaux,33063,44.83576,-0.588859,,33063,4 Rue Minvielle 33000 Bordeaux,TRUE,duplicate_coords,none,none,6132686.907575,6133512.522812,FALSE,FALSE
0005209831,5209831,BESSIEYRES Jean et Jean-Pierre,BESSIEYRES Jean et Jean-Pierre,,Chemin Lafitte,,,33000,33063,Bordeaux,Bordeaux,243300316,Bordeaux Métropole,-0.571086,44.852911,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005209831,very_severe,grand,3644.465164,0.9,street,"[OPENCAGE] Chemin Lafitte, 33300 Bordeaux, France",,44.881182,-0.54769,,33063,4 Rue Minvielle 33000 Bordeaux,TRUE,duplicate_coords,none,none,6132686.907575,6131863.496559,FALSE,FALSE
0005212630,5212630,SC AGRICOLE DE MURET,SC AGRICOLE DE MURET,33413026700019,LD MURET,,,33180,33476,Saint-Seurin-de-Cadourne,Saint-Seurin-de-Cadourne,200069995,CC Médoc Coeur de Presqu'île,-0.805854,45.288701,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212630,address_imprecise,grand,1538.96743,0.547441,locality,Muret 33180 Saint-Seurin-de-Cadourne,33476,45.285173,-0.824876,,33476,34 Route de Lesparre 33180 Saint-Seurin-de-Cadourne,TRUE,duplicate_coords,none,none,6174072.539753,6175634.97757,FALSE,FALSE
0005206306,5206306,BOUYER LEROUX,BOUYER LEROUX — Gironde-sur-Dropt — 1787 route des vignerons,52910584300070,1787 route des vignerons,,,33190,33187,Gironde-sur-Dropt,Gironde-sur-Dropt,200044394,CC du Réolais en Sud Gironde,-0.094902,44.602261,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206306,minor,petit,27.837928,0.952296,housenumber,1787 route des Vignerons 33190 Gironde-sur-Dropt,33187,44.602237,-0.094552,,33187,1787 route des Vignerons 33190 Gironde-sur-Dropt,TRUE,,none,none,6077923.103383,6077890.26013,FALSE,FALSE
0053325843,53325843,SCEA MEGE FRERES,SCEA MEGE FRERES,32794702400029,LE BOIS D'OLLE,,,33920,33184,Générac,Générac,200023794,CC de Blaye,-0.538315,45.171393,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053325843,minor,petit,45.416105,0.57732,street,Route du bois D'OLLÉ 33920 Générac,33184,45.171798,-0.53824,,33184,578 Route du bois D'OLLÉ 33920 Générac,TRUE,,none,none,6144404.6039,6144416.539576,FALSE,FALSE
0005207560,5207560,MAIRIE - Cestas,MAIRIE - Cestas,21330122900018,Les Sources,,,33610,33122,Cestas,Cestas,243301165,CC Jalle-Eau-Bourde,-0.710604,44.764185,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207560,severe,grand,1197.144689,0.507603,street,Chemin des Sources 33610 Cestas,33122,44.758519,-0.697711,,33122,5 Chemin de la Graouyère 33610 Cestas,TRUE,,none,none,6141294.488409,6139861.723419,FALSE,FALSE
0005206752,5206752,SERMA TECHNOLOGIES,SERMA TECHNOLOGIES,82411061300018,"30, av Gustave Eiffel",,,33600,33318,Pessac,Pessac,243300316,Bordeaux Métropole,-0.644592,44.780788,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206752,severe,grand,620.133364,0.745374,housenumber,30 Avenue Gustave Eiffel 33600 Pessac,33318,44.780285,-0.652417,,33318,10 Avenue Louis de Broglie 33600 Pessac,TRUE,,none,none,6136052.28673,6136740.699373,FALSE,FALSE
0005206140,5206140,AFM RECYCLAGE,AFM RECYCLAGE — Bègles,70372026800191,Lieu-dit Le Grand Joula,Avenue Jeanne D'Arc,,33130,33039,Bègles,Bègles,243300316,Bordeaux Métropole,-0.543744,44.796118,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206140,suspicious,petit,433.746318,0.969398,street,Avenue Jeanne d'Arc 33130 Bègles,33039,44.800013,-0.543445,,33039,Impasse Voie Lieudit Carcot 33130 Bègles,TRUE,,none,none,6127591.080845,6127743.035534,FALSE,FALSE
0005207773,5207773,LAURIAL AQUITAINE SA,LAURIAL AQUITAINE SA,39332147600037,3 chemin de l'Aiguillon,,,33430,33036,Bazas,Bazas,200043982,CC du Bazadais,-0.237112,44.436766,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207773,minor,petit,52.906631,0.951492,housenumber,3 Chemin de l’Aiguillon 33430 Bazas,33036,44.436362,-0.237464,,33036,Chemin de l’Aiguillon 33430 Bazas,TRUE,,none,none,6083211.205721,6083224.634592,FALSE,FALSE
0005201101,5201101,MAIRIE - Préchac,MAIRIE - Préchac,21330336500018,Le Gresey,,,33730,33336,Préchac,Préchac,200043974,CC du Sud Gironde,-0.352257,44.399345,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201101,address_imprecise,grand,1259.712247,0.5,municipality,"[OPENCAGE] Préchac, Gironde, France",,44.390917,-0.362852,,33336,2 Avenue de la République 33730 Préchac,TRUE,,none,none,6091964.577815,6092542.359257,FALSE,FALSE
0003104824,3104824,DOMAINE DE LA PRUNERAIE-Mme Forestier Ch,DOMAINE DE LA PRUNERAIE-Mme Forestier Ch,82021141500014,12 lieu dit Techoueyre,,,33124,33508,Savignac,Savignac,200044394,CC du Réolais en Sud Gironde,-0.113347,44.513334,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104824,address_unresolvable_commune_ok,petit,1681.622706,0.364075,street,Impasse de Techoueyre 33124 Savignac,33508,44.526139,-0.124632,,33508,215 Route du Casse 33124 Savignac,TRUE,,none,none,6075494.776845,6077108.967251,FALSE,FALSE
0053326643,53326643,SCEA VIGNOBLES ROUTURIER,SCEA VIGNOBLES ROUTURIER,33912802700010,LD LA CROIX DE MERLET,,,33620,33272,Marsas,Marsas,243301181,CC Latitude Nord Gironde,-0.366163,45.061949,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326643,address_unresolvable_commune_ok,petit,2216.856831,0.306412,street,Route de la Brulerie 33620 Marsas,33272,45.070986,-0.391324,,33272,359 Impasse le Merle 33620 Marsas,TRUE,,none,none,6123750.056846,6126446.613084,FALSE,FALSE
0005200378,5200378,VALBOM,VALBOM — Begles,85219337400026,RUE LOUIS BLERIOT,,,33130,33039,Begles,Bègles,243300316,Bordeaux Métropole,-0.529895,44.801318,Autorisation,Non Seveso,true,true,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200378,suspicious,petit,466.648591,0.958416,street,Rue Louis Blériot 33130 Bègles,33039,44.797124,-0.529684,,33039,Centre de Tri Astria 33130 Bègles,TRUE,,none,none,6126572.205893,6126360.130087,FALSE,FALSE
0003106650,3106650,CVBE E24 PORT DE BORDEAUX (CAP-VERT-BIO-ENERGIE),CVBE E24 PORT DE BORDEAUX (CAP-VERT-BIO-ENERGIE),83123157600024,Avenue des Industries,,,33440,33003,Ambarès-et-Lagrave,Ambarès-et-Lagrave,243300316,Bordeaux Métropole,-0.526641,44.924125,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106650,severe,grand,538.167361,0.957299,street,Avenue des Industries 33440 Ambarès-et-Lagrave,33003,44.925906,-0.520285,,33003,6 Avenue des Industries 33440 Ambarès-et-Lagrave,TRUE,,none,none,6131930.971188,6131436.284384,FALSE,FALSE
0003103880,3103880,CHATEAU DE LA DAUPHINE,CHATEAU DE LA DAUPHINE,43369304100017,1 Tertre de Canon,,,33126,33174,FRONSAC,Fronsac,243301397,CC du Fronsadais,-0.293272,44.92627,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103880,wrong_commune,grand,0.973548,0.939174,housenumber,1 Tertre de Canon 33126 Fronsac,33174,44.926274,-0.293261,,33174,1 Tertre de Canon 33126 Fronsac,FALSE,,none,none,6110871.227555,6110870.41609,FALSE,FALSE
0005213879,5213879,SCG (Sable Calcaire Granulats) - ISDI,SCG (Sable Calcaire Granulats) — ISDI — Saint-Loubès,52031250500016,Chemin de la Rafette,,,33450,33433,Saint-Loubès,Saint-Loubès,243301249,CC Les Rives de la Laurence,-0.449758,44.929973,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213879,severe,grand,613.274025,0.955442,street,Chemin de la Rafette 33450 Saint-Loubès,33433,44.925473,-0.445254,,33433,543 Chartran 33450 Saint-Loubès,TRUE,,none,none,6125225.92078,6124609.816014,FALSE,FALSE
0053326585,53326585,CHATEAU DUPLESSIS,CHATEAU DUPLESSIS,81279600100020,CHATEAU DUPLESSIS,90 AVENUE DE LA GIRONDE,,33480,33297,Moulis-en-Médoc,Moulis-en-Médoc,243301389,CC Médullienne,-0.783437,45.056284,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326585,suspicious,petit,187.702972,0.432521,street,Duplessis Hauchecorne 33480 Moulis-en-Médoc,33297,45.054659,-0.784084,,33297,Le Chalet 33480 Moulis-en-Médoc,TRUE,,none,none,6161330.024895,6161314.042989,FALSE,FALSE
0005211515,5211515,ALLEGRAN Arlette - station service ESSO1,ALLEGRAN Arlette — station service ESSO1,,12 rue de la Poste,RD 671,,33670,33505,La Sauve,La Sauve,243301215,CC du Créonnais,-0.313789,44.763042,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211515,severe,grand,777.085119,0.780347,street,Rue de la Poste 33670 La Sauve,33505,44.769509,-0.310058,,33505,87 Rue de l'Abbaye 33670 La Sauve,TRUE,duplicate_coords,none,none,6105192.792779,6105152.635715,FALSE,FALSE
0005205261,5205261,FOUQUET,FOUQUET,,Barbut,,,33750,33049,Beychac-et-Caillau,Beychac-et-Caillau,243301249,CC Les Rives de la Laurence,-0.371225,44.868726,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005205261,address_imprecise,grand,2228.845048,0.6021,locality,Le Barbut 33750 Beychac-et-Caillau,33049,44.874798,-0.39818,,33049,2 Route de Lourme 33750 Beychac-et-Caillau,TRUE,,none,none,6115277.821641,6118002.45829,FALSE,FALSE
0005206453,5206453,FLASH ARTIFICES,FLASH ARTIFICES,40003147200022,111 Allée Castaing,,,33140,33080,Cadaujac,Cadaujac,243301264,CC de Montesquieu,-0.538324,44.734378,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206453,minor,petit,62.383593,0.959347,housenumber,111 Allée Castaing 33140 Cadaujac,33080,44.734574,-0.537584,,33080,169 Allée Castaing 33140 Cadaujac,TRUE,,none,none,6124260.679602,6124202.431198,FALSE,FALSE
0005207591,5207591,MAIRIE - St Morillon,MAIRIE - St Morillon,,,,,33650,33454,Saint-Morillon,Saint-Morillon,243301264,CC de Montesquieu,-0.503543,44.649539,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207591,address_imprecise,grand,79.17443,0.7,locality,"[OPENCAGE] 33650 Saint-Morillon, France",,44.649902,-0.502682,,33454,88 Rue Stein 33650 Saint-Morillon,TRUE,,none,none,6117202.494657,6117140.852893,FALSE,FALSE
0005210415,5210415,CONSEIL GENERAL DE LA GIRONDE,CONSEIL GENERAL DE LA GIRONDE,,,,,33000,33063,Bordeaux,Bordeaux,243300316,Bordeaux Métropole,-0.571086,44.852911,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005210415,address_imprecise,grand,1478.646916,0.6,municipality,"[OPENCAGE] Bordeaux, Gironde, France",,44.841225,-0.580036,,33063,4 Rue Minvielle 33000 Bordeaux,TRUE,duplicate_coords,none,none,6132686.907575,6132962.356708,FALSE,FALSE
0005200655,5200655,ROCHETTE ETS,ROCHETTE ETS,45620228200012,15 route de Hourtin,,,33121,33097,Carcans,Carcans,200070720,CC Médoc Atlantique,-1.047559,45.083029,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200655,minor,petit,54.961712,0.813372,housenumber,15 Route d’Hourtin 33121 Carcans,33097,45.082976,-1.046863,,33097,15 Route d’Hourtin 33121 Carcans,TRUE,,none,none,6186569.381118,6186503.623611,FALSE,FALSE
0005200270,5200270,ESSO - Arcachon (Pins 3),ESSO — Arcachon (Pins 3),,,,,33120,33009,Arcachon,Arcachon,243300563,CA Bassin d'Arcachon Sud (COBAS),-1.167748,44.659625,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200270,address_imprecise,grand,915.521374,0.7,municipality,"[OPENCAGE] 33120 Arcachon, France",,44.651928,-1.171858,,33009,41 Avenue Gambetta 33120 Arcachon,TRUE,duplicate_coords,none,none,6178196.828498,6178222.379849,FALSE,FALSE
0005201114,5201114,CARR ENTRE-DEUX-MERS,CARR ENTRE-DEUX-MERS,,,,,33420,33350,Rauzan,Rauzan,243301454,CC Castillon/Pujols,-0.124278,44.778749,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201114,address_imprecise,grand,71.012167,0.7,locality,"[OPENCAGE] 33420 Rauzan, France",,44.778934,-0.125139,,33350,59 Rue de l'Hôpital 33420 Rauzan,TRUE,,none,none,6088740.662359,6088827.216799,FALSE,FALSE
0005210905,5210905,Cofriset,Cofriset,96150026100121,170 avevue du Maréchal Leclerc,,,33130,33039,Bègles,Bègles,243300316,Bordeaux Métropole,-0.541278,44.813428,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005210905,suspicious,petit,142.062728,0.733031,street,Avenue du Maréchal Leclerc 33130 Bègles,33039,44.812199,-0.540786,,33039,177 Avenue du Maréchal Leclerc 33130 Bègles,TRUE,,none,none,6128163.189807,6128061.968381,FALSE,FALSE
0005211932,5211932,SAS THUNEVIN,SAS THUNEVIN,33527377700045,CHATEAU PRIEURE-LESCOURS,,,33330,33480,Saint-Sulpice-de-Faleyrens,Saint-Sulpice-de-Faleyrens,200035533,CC du Grand Saint Emilionnais,-0.18524,44.856865,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211932,severe,grand,944.930612,0.5,street,"[OPENCAGE] Route des Maurins, 33330 Saint-Sulpice-de-Faleyrens, France",,44.863853,-0.192062,,33480,11 Route du Gréan 33330 Saint-Sulpice-de-Faleyrens,TRUE,duplicate_coords,none,none,6097875.85438,6098817.002203,FALSE,FALSE
0100282427,100282427,DIAGAST,DIAGAST,34344537500060,2 ALL ULYSSE GAYON,,,33650,33274,MARTILLAC,Martillac,243301264,CC de Montesquieu,-0.584472,44.706587,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100282427,suspicious,petit,143.152101,0.60128,housenumber,2 Rue Ulysse Gayon 33650 Martillac,33274,44.706964,-0.586204,,33274,Allée Jacques Latrille 33650 Martillac,TRUE,,none,none,6127179.762183,6127354.563141,FALSE,FALSE
0100009062,100009062,CONCEPT EMBALLAGE SIGNATURE VOS VINS,CONCEPT EMBALLAGE SIGNATURE VOS VINS,44500671100060,5 RUE DES BRUYERES,,,33450,33433,Saint-Loubès,Saint-Loubès,243301249,CC Les Rives de la Laurence,-0.449933,44.918586,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100009062,suspicious,petit,209.590422,0.958299,housenumber,5 Rue des Bruyéres 33450 Saint-Loubès,33433,44.917527,-0.447731,,33433,6 Rue des Bruyéres 33450 Saint-Loubès,TRUE,,none,none,6124716.429038,6124467.856648,FALSE,FALSE
0053317659,53317659,VIGNOBLES LUC SCHWEITZER,VIGNOBLES LUC SCHWEITZER,32849770600023,CHATEAU BOURDIEU,,,33390,33047,Berson,Berson,200023794,CC de Blaye,-0.566764,45.118489,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053317659,address_unresolvable_commune_ok,petit,74.654032,0.363755,street,Lieu Dit le Bourdieu 33390 Berson,33047,45.117818,-0.566796,,33047,113 Lieu Dit le Bourdieu 33390 Berson,TRUE,,none,none,6144537.354192,6144509.261201,FALSE,FALSE
0100013309,100013309,ALSYMEX,ALSYMEX,51881781200036,120 Rue Achard,,,33300,33063,Bordeaux,Bordeaux,243300316,Bordeaux Métropole,-0.547601,44.869842,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100013309,ok,,0.503707,0.981705,housenumber,120 Rue Achard 33300 Bordeaux,33063,44.869846,-0.547598,,33063,120 Rue Achard 33300 Bordeaux,TRUE,,none,none,6131333.348204,6131333.259942,FALSE,FALSE
0003103417,3103417,EURO DEMOLITION SYSTEMS,EURO DEMOLITION SYSTEMS,41404576500016,89 avenue du Perigord,,,33370,33496,Salleb?uf,Sallebœuf,243301355,CC les Coteaux Bordelais,-0.385599,44.831403,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103417,ok,,15.515596,0.957014,housenumber,89 Avenue du Périgord 33370 Sallebœuf,33496,44.831532,-0.385674,,33496,89 Avenue du Périgord 33370 Sallebœuf,TRUE,,none,none,6114859.59748,6114872.350171,FALSE,FALSE
0005211450,5211450,Société Pétrolière du Bec d'Ambès,Société Pétrolière du Bec d'Ambès,30435072100052,Zone industrielle de la Ferlingue,,,33810,33004,Ambès,Ambès,243300316,Bordeaux Métropole,-0.563393,45.006555,Autorisation,Non Seveso,true,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211450,address_unresolvable_isolated,grand,2622.685357,0.3,municipality,"[OPENCAGE] Accès Zone de Loisirs de Cantefrene, 33810 Ambès, France",,45.001106,-0.530937,,,,TRUE,,none,none,6139065.567526,6135870.268766,FALSE,FALSE
0005213200,5213200,PEISSEL A,PEISSEL A,32033797500017,10 chemin le pape,,,33850,33238,Léognan,Léognan,243301264,CC de Montesquieu,-0.610698,44.72338,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213200,very_severe,grand,3252.241201,0.964328,housenumber,10 Chemin le Pape 33850 Léognan,33238,44.734619,-0.57269,,33238,52 Chemin du Coquillat 33850 Léognan,TRUE,duplicate_coords,none,none,6130335.35041,6127395.464222,FALSE,FALSE
0005212401,5212401,EARL HAUT RIGAL,EARL HAUT RIGAL,81794457200012,RIGAL,,,33490,33323,Le Pian-sur-Garonne,Le Pian-sur-Garonne,200043974,CC du Sud Gironde,-0.209915,44.59251,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212401,ok,,13.82736,0.941659,street,Rigal 33490 Le Pian-sur-Garonne,33323,44.592588,-0.210051,,33323,Rigal 33490 Le Pian-sur-Garonne,TRUE,,none,none,6087906.893286,6087922.830097,FALSE,FALSE
0003103458,3103458,SCE BOUQUEY RIVALLON,SCE BOUQUEY RIVALLON,38782798300017,LIEU DIT LE RIVALLON,,,33330,33394,Saint-Émilion,Saint-Émilion,200035533,CC du Grand Saint Emilionnais,-0.192211,44.895672,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103458,address_unresolvable_commune_ok,petit,125.762959,0.369907,street,Route de Rivalon 33330 Saint-Émilion,33394,44.895169,-0.190781,,33394,1400 Route de Rivalon 33330 Saint-Émilion,TRUE,,none,none,6100303.17638,6100150.421723,FALSE,FALSE
0100169442,100169442,FLUIDRA COMMERCIAL FRANCE,FLUIDRA COMMERCIAL FRANCE,30030029000164,AV GUSTAVE EIFFEL,,,33700,33281,Merignac,Mérignac,243300316,Bordeaux Métropole,-0.670522,44.852297,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100169442,suspicious,petit,245.37133,0.711797,street,Avenue Gustave Eiffel 33700 Mérignac,33281,44.854229,-0.669018,,33281,10 Avenue Gustave Eiffel 33700 Mérignac,TRUE,,none,none,6141693.342458,6141645.394621,FALSE,FALSE
0005211505,5211505,ROMAN Emmanuel,ROMAN Emmanuel,51216263700023,3 lieu-dit Champs des Seigles,,,33920,33473,Saint-Savin,Saint-Savin,243301181,CC Latitude Nord Gironde,-0.44485,45.164728,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211505,severe,grand,1390.586397,0.512929,street,Le Champ des Seigles 33920 Saint-Savin,33473,45.153933,-0.435896,,,,TRUE,duplicate_coords,none,none,6135632.324251,6134321.885953,FALSE,FALSE
0005206028,5206028,MONDELEZ FRANCE BISCUITS PRODUCTION,MONDELEZ FRANCE BISCUITS PRODUCTION,43308514900121,Z.I de Gazinet,,,33610,33122,Cestas,Cestas,243301165,CC Jalle-Eau-Bourde,-0.69378,44.774229,Autorisation,Non Seveso,true,true,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206028,very_severe,grand,3017.966073,0.9,street,"[OPENCAGE] Z.I de Cestas, Avenue du Maréchal De Lattre de Tassigny, 33610 Cestas, France",,44.76226,-0.728091,,33122,48ter Avenue de Verdun 33610 Cestas,TRUE,,none,none,6140224.60488,6142797.304773,FALSE,FALSE
0053313068,53313068,BERGEON ROMAIN,BERGEON ROMAIN,39037487400019,15 CHE DU CLUZET,LE CLUZET - SALIGNAC,,33240,33018,Val de Virvée,Val de Virvée,243301223,CC du Grand Cubzaguais,-0.369569,45.018435,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053313068,severe,grand,1327.002122,0.711718,housenumber,15 Chemin du Cluzet 33240 Val de Virvée,33018,45.016657,-0.386263,,33018,501 Chemin de l'Oligeaie 33240 Val de Virvée,TRUE,duplicate_coords,none,none,6122044.996384,6123474.932787,FALSE,FALSE
0003106348,3106348,SANEO,SANEO,49172470400029,"24, rue du 503e Régiment du Train",,,33127,33273,Martignas-sur-Jalle,Martignas-sur-Jalle,243300316,Bordeaux Métropole,-0.780743,44.844881,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106348,severe,grand,1548.630826,0.905859,housenumber,24 Rue du 503ème Regiment du Train 33127 Martignas-sur-Jalle,33273,44.8327,-0.771221,,33273,10 Impasse les Ménestrels 33127 Martignas-sur-Jalle,TRUE,duplicate_coords,none,none,6151375.614398,6149950.795793,FALSE,FALSE
0005211862,5211862,SEBASTIEN LACHAIZE,SEBASTIEN LACHAIZE,41222111100013,10 BAILLARGEAU,,,33240,33183,Gauriaguet,Gauriaguet,243301223,CC du Grand Cubzaguais,-0.391622,45.046027,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211862,severe,grand,535.333571,0.633115,housenumber,10 Rue de Baillargeau 33240 Gauriaguet,33183,45.04604,-0.398436,,33183,7 Route de Fillion 33240 Gauriaguet,TRUE,,none,none,6125318.7738,6125936.54514,FALSE,FALSE
0005206908,5206908,ESSO SERVICE Chanteloiseau-Talence,ESSO SERVICE Chanteloiseau-Talence,32660390900010,"7, Rue Pierre Corneille",,,33400,33522,Talence,Talence,243300316,Bordeaux Métropole,-0.587869,44.78921,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206908,minor,petit,54.139283,0.715447,housenumber,7 Avenue Pierre Corneille 33400 Talence,33522,44.789406,-0.587241,,33522,5 Rue Salvador Allende 33400 Talence,TRUE,,none,none,6131282.857804,6131234.791604,FALSE,FALSE
